id,question_word_count,question_sentence_count,question_avg_sentence_length,question_avg_word_length,question_unique_word_ratio,question_content_word_ratio,question_punctuation_count,question_capital_letter_ratio,answer_word_count,answer_sentence_count,answer_avg_sentence_length,answer_avg_word_length,answer_unique_word_ratio,answer_content_word_ratio,answer_punctuation_count,answer_capital_letter_ratio,context_word_count,context_sentence_count,context_avg_sentence_length,context_avg_word_length,context_unique_word_ratio,context_content_word_ratio,context_punctuation_count,context_capital_letter_ratio
0,4,1,4.0,3.5,1.0,0.25,1,0.125,27,1,27.0,6.2592592592592595,1.0,0.7037037037037037,1,0.005154639175257732,95,3,31.666666666666668,5.8,0.7157894736842105,0.6105263157894737,9,0.007861635220125786
1,4,1,4.0,4.0,1.0,0.25,1,0.1111111111111111,27,1,27.0,5.333333333333333,0.7037037037037037,0.5185185185185185,3,0.005988023952095809,95,3,31.666666666666668,5.8,0.7157894736842105,0.6105263157894737,9,0.007861635220125786
2,4,1,4.0,2.75,1.0,0.0,1,0.15384615384615385,38,1,38.0,6.184210526315789,0.8947368421052632,0.6578947368421053,2,0.011111111111111112,95,3,31.666666666666668,5.8,0.7157894736842105,0.6105263157894737,9,0.007861635220125786
3,4,1,4.0,5.25,1.0,0.25,1,0.08695652173913043,32,1,32.0,5.1875,0.84375,0.59375,4,0.0051813471502590676,101,4,25.25,5.415841584158416,0.7029702970297029,0.5841584158415841,11,0.006289308176100629
4,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,25,1,25.0,6.32,0.92,0.68,2,0.005555555555555556,101,4,25.25,5.415841584158416,0.7029702970297029,0.5841584158415841,11,0.006289308176100629
5,4,1,4.0,3.25,1.0,0.25,1,0.13333333333333333,23,1,23.0,5.260869565217392,0.9565217391304348,0.4782608695652174,1,0.007042253521126761,101,4,25.25,5.415841584158416,0.7029702970297029,0.5841584158415841,11,0.006289308176100629
6,4,1,4.0,2.75,1.0,0.0,1,0.15384615384615385,17,1,17.0,5.764705882352941,0.9411764705882353,0.7058823529411765,0,0.008771929824561403,101,4,25.25,5.415841584158416,0.7029702970297029,0.5841584158415841,11,0.006289308176100629
7,4,1,4.0,2.0,1.0,0.0,1,0.2,28,1,28.0,5.642857142857143,0.9285714285714286,0.5714285714285714,0,0.005405405405405406,100,4,25.0,5.11,0.75,0.54,8,0.006644518272425249
8,4,1,4.0,3.0,1.0,0.0,1,0.14285714285714285,27,1,27.0,5.37037037037037,0.8888888888888888,0.5555555555555556,0,0.005847953216374269,100,4,25.0,5.11,0.75,0.54,8,0.006644518272425249
9,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,18,1,18.0,4.611111111111111,0.7777777777777778,0.5,2,0.01020408163265306,100,4,25.0,5.11,0.75,0.54,8,0.006644518272425249
10,4,1,4.0,3.75,1.0,0.25,1,0.11764705882352941,23,1,23.0,5.260869565217392,0.8695652173913043,0.6086956521739131,2,0.0070921985815602835,100,4,25.0,5.11,0.75,0.54,8,0.006644518272425249
11,4,1,4.0,5.75,1.0,0.25,1,0.08,40,1,40.0,5.5,0.8,0.55,4,0.015810276679841896,93,3,31.0,5.301075268817204,0.7311827956989247,0.5591397849462365,12,0.010507880910683012
12,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,25,1,25.0,4.92,0.84,0.56,2,0.006896551724137931,93,3,31.0,5.301075268817204,0.7311827956989247,0.5591397849462365,12,0.010507880910683012
13,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,25,1,25.0,5.88,0.84,0.64,3,0.005952380952380952,93,3,31.0,5.301075268817204,0.7311827956989247,0.5591397849462365,12,0.010507880910683012
14,4,1,4.0,3.5,1.0,0.25,1,0.125,29,1,29.0,6.310344827586207,1.0,0.6896551724137931,1,0.004761904761904762,100,3,33.333333333333336,5.88,0.76,0.63,13,0.005934718100890208
15,4,1,4.0,3.0,1.0,0.25,1,0.14285714285714285,32,1,32.0,5.0,0.84375,0.625,5,0.010752688172043012,100,3,33.333333333333336,5.88,0.76,0.63,13,0.005934718100890208
16,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,36,1,36.0,6.722222222222222,0.8333333333333334,0.6388888888888888,4,0.003663003663003663,100,3,33.333333333333336,5.88,0.76,0.63,13,0.005934718100890208
17,4,1,4.0,3.0,1.0,0.25,1,0.14285714285714285,30,1,30.0,5.733333333333333,0.9,0.6333333333333333,1,0.01,98,3,32.666666666666664,5.5,0.7551020408163265,0.6224489795918368,11,0.0064
18,4,1,4.0,4.25,1.0,0.25,1,0.10526315789473684,29,1,29.0,5.310344827586207,0.9310344827586207,0.7241379310344828,3,0.00558659217877095,98,3,32.666666666666664,5.5,0.7551020408163265,0.6224489795918368,11,0.0064
19,4,1,4.0,2.75,1.0,0.0,1,0.15384615384615385,36,1,36.0,5.833333333333333,0.8333333333333334,0.5833333333333334,4,0.004149377593360996,98,3,32.666666666666664,5.5,0.7551020408163265,0.6224489795918368,11,0.0064
20,4,1,4.0,3.75,1.0,0.25,1,0.11764705882352941,32,1,32.0,5.4375,0.78125,0.59375,5,0.005,101,3,33.666666666666664,5.316831683168317,0.6237623762376238,0.5643564356435643,11,0.004792332268370607
21,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,43,1,43.0,5.255813953488372,0.8372093023255814,0.5813953488372093,3,0.0037735849056603774,101,3,33.666666666666664,5.316831683168317,0.6237623762376238,0.5643564356435643,11,0.004792332268370607
22,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,23,1,23.0,5.826086956521739,0.8260869565217391,0.5652173913043478,0,0.00641025641025641,101,3,33.666666666666664,5.316831683168317,0.6237623762376238,0.5643564356435643,11,0.004792332268370607
23,4,1,4.0,4.25,1.0,0.25,1,0.10526315789473684,35,1,35.0,6.428571428571429,0.8571428571428571,0.6,3,0.015748031496062992,87,2,43.5,6.367816091954023,0.7586206896551724,0.6206896551724138,9,0.011128775834658187
24,4,1,4.0,3.25,1.0,0.25,1,0.13333333333333333,50,1,50.0,6.54,0.9,0.66,4,0.008064516129032258,87,2,43.5,6.367816091954023,0.7586206896551724,0.6206896551724138,9,0.011128775834658187
25,4,1,4.0,3.25,1.0,0.25,1,0.13333333333333333,21,1,21.0,5.857142857142857,0.9047619047619048,0.6190476190476191,2,0.014184397163120567,103,3,34.333333333333336,5.262135922330097,0.6116504854368932,0.5339805825242718,10,0.006309148264984227
26,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,41,1,41.0,5.512195121951219,0.7560975609756098,0.5365853658536586,3,0.0038022813688212928,103,3,34.333333333333336,5.262135922330097,0.6116504854368932,0.5339805825242718,10,0.006309148264984227
27,4,1,4.0,3.5,1.0,0.25,1,0.125,38,1,38.0,5.0,0.7631578947368421,0.5263157894736842,2,0.0044444444444444444,103,3,34.333333333333336,5.262135922330097,0.6116504854368932,0.5339805825242718,10,0.006309148264984227
28,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,28,1,28.0,5.892857142857143,0.9642857142857143,0.5714285714285714,1,0.005235602094240838,112,4,28.0,5.5,0.6785714285714286,0.5357142857142857,13,0.014084507042253521
29,4,1,4.0,4.25,1.0,0.25,1,0.10526315789473684,18,1,18.0,5.777777777777778,0.7777777777777778,0.5555555555555556,5,0.008620689655172414,112,4,28.0,5.5,0.6785714285714286,0.5357142857142857,13,0.014084507042253521
30,4,1,4.0,3.0,1.0,0.0,1,0.14285714285714285,40,1,40.0,5.0,0.75,0.525,3,0.03017241379310345,112,4,28.0,5.5,0.6785714285714286,0.5357142857142857,13,0.014084507042253521
31,4,1,4.0,2.5,1.0,0.0,1,0.16666666666666666,22,1,22.0,6.5,0.8636363636363636,0.5909090909090909,0,0.006097560975609756,112,4,28.0,5.5,0.6785714285714286,0.5357142857142857,13,0.014084507042253521
